State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"King and Queen County, Virginia(6,10)",51097,***,2128.2 ,1787.8, 2514.1,29,stable,-5.9 ,-25.1, 18.1
"Monroe County, Arkansas(6,10)",05095,***,2128 ,1816.6, 2477.4,33,stable,-1.0 ,-24.5, 29.9
"Acadia Parish, Louisiana(7,8)",22001,***,2127.9 ,1989.9, 2272.9,179,falling,-0.6 ,-1.0, -0.2
"Gaston County, North Carolina(6,10)",37071,***,2127.8 ,2054.8, 2202.8,658,stable,-0.8 ,-4.7, 3.2
"Pasquotank County, North Carolina(6,10)",37139,***,2127.7 ,1963.3, 2302.2,127,stable,3.8 ,-1.5, 9.5
"Graves County, Kentucky(7,8)",21083,***,2127.3 ,1968.7, 2295.3,135,stable,-0.5 ,-1.8, 0.9
"Butler County, Iowa(7,8)",19023,***,2127.2 ,1898.6, 2375.3,65,falling,-0.8 ,-1.4, -0.2
"Middlesex County, New Jersey(7,8)",34023,***,2126.6 ,2087.9, 2165.9,2354,falling,-9.4 ,-12.8, -5.9
"Scott County, Missouri(6,10)",29201,***,2126.6 ,1968.5, 2294,136,stable,0.6 ,-4.5, 6.0
"Nantucket County, Massachusetts(7,8)",25019,***,2126.4 ,1797.3, 2498.4,30,falling,-3.2 ,-5.6, -0.7
"Sheboygan County, Wisconsin(6,10)",55117,***,2125.9 ,2030.8, 2224.3,385,stable,-0.7 ,-6.2, 5.1
"Charlotte County, Virginia(6,10)",51037,***,2125.9 ,1876.8, 2398.9,53,stable,-7.1 ,-24.5, 14.2
"Otsego County, New York(7,8)",36077,***,2125.8 ,2005.3, 2251.6,238,falling,-0.9 ,-1.4, -0.3
"Webster Parish, Louisiana(7,8)",22119,***,2125.1 ,1977.6, 2280.7,155,falling,-1.3 ,-2.0, -0.5
"Columbia County, Florida(6,10)",12023,***,2125.1 ,2006.6, 2248.7,246,stable,-2.5 ,-9.4, 5.0
"Virginia Beach City, Virginia(6,10)",51810,***,2124.8 ,2069.3, 2181.5,1144,stable,-1.8 ,-5.4, 2.0
"Lake County, Indiana(6,10)",18089,***,2124.4 ,2076.3, 2173.3,1517,falling,-3.1 ,-5.0, -1.2
"Steuben County, New York(7,8)",36101,***,2123.9 ,2026.1, 2225.2,361,falling,-1.6 ,-2.1, -1.0
"Westmoreland County, Virginia(6,10)",51193,***,2123.6 ,1925.2, 2336.9,85,stable,1.0 ,-1.3, 3.3
"Love County, Oklahoma(6,10)",40085,***,2123.3 ,1821.4, 2461.2,36,stable,12.4 ,-2.9, 30.3
"Davison County, South Dakota(6,10)",46035,***,2122.6 ,1904.5, 2358.6,72,stable,-0.9 ,-16.7, 17.8
"Canyon County, Idaho(7,8)",16027,***,2122.6 ,2039.8, 2207.8,515,stable,-0.4 ,-1.0, 0.2
"Pulaski County, Missouri(6,10)",29169,***,2122.5 ,1926.4, 2333.3,87,stable,-3.2 ,-8.0, 1.9
"Trinity County, Texas(6,10)",48455,***,2122.3 ,1911.5, 2350.1,75,stable,1.2 ,-9.0, 12.6
"Clarion County, Pennsylvania(6,10)",42031,***,2122.3 ,1971.4, 2281.7,148,stable,0.0 ,-8.8, 9.6
"Lanier County, Georgia(7,8)",13173,***,2122.2 ,1763, 2533.7,26,stable,-0.7 ,-3.3, 2.1
"Macon County, Tennessee(6,10)",47111,***,2122.1 ,1906.6, 2355.6,74,stable,-4.8 ,-17.1, 9.4
"Litchfield County, Connecticut(7,8)",09005,***,2121.6 ,2051.5, 2193.5,717,falling,-2.0 ,-3.0, -0.9
"Rockland County, New York(7,8)",36087,***,2121.2 ,2062.4, 2181.3,1004,falling,-1.2 ,-1.8, -0.6
"Rutland County, Vermont(6,10)",50021,***,2121.2 ,2000.8, 2247,239,stable,-1.0 ,-4.1, 2.3
"Bell County, Texas(6,10)",48027,***,2121.2 ,2049.1, 2195.2,674,stable,-0.2 ,-6.6, 6.6
"New Haven County, Connecticut(7,8)",09009,***,2121.1 ,2085.8, 2156.9,2858,falling,-2.4 ,-3.5, -1.3
"Ulster County, New York(7,8)",36111,***,2120.9 ,2047.4, 2196.4,651,falling,-1.0 ,-1.5, -0.5
"Guthrie County, Iowa(7,8)",19077,***,2120.9 ,1858.7, 2409.5,48,stable,-0.3 ,-1.1, 0.5
"Prince of Wales-Outer Ketchikan, Alaska(6,10)",02201,***,2120.7 ,1636.4, 2710.6,16,stable,-7.5 ,-34.2, 29.9
"Clark County, Indiana(6,10)",18019,***,2120.5 ,2018.4, 2226.5,335,stable,-4.7 ,-9.6, 0.3
"Bond County, Illinois(6,10)",17005,***,2120.2 ,1885.2, 2376.2,60,stable,0.5 ,-16.7, 21.3
"Ripley County, Missouri(6,10)",29181,***,2120 ,1879.2, 2383.1,57,stable,0.9 ,-6.7, 9.1
"Pasco County, Florida(6,10)",12101,***,2119.8 ,2080.8, 2159.2,2273,falling,-3.1 ,-5.6, -0.5
"Carroll County, Maryland(6,10)",24013,***,2119.4 ,2037.8, 2203.4,525,falling,-3.7 ,-7.2, -0.1
"Harris County, Georgia(7,8)",13145,***,2119.2 ,1938.5, 2312.2,109,stable,0.4 ,-0.9, 1.7
"Caddo County, Oklahoma(6,10)",40015,***,2119.1 ,1933.2, 2318,97,stable,3.3 ,-14.0, 24.0
"Poquoson City, Virginia(6,10)",51735,***,2118.8 ,1848.6, 2417.5,45,stable,-1.2 ,-14.9, 14.6
"Putnam County, West Virginia(6,10)",54079,***,2118.6 ,1984.5, 2259.5,191,stable,-2.4 ,-10.2, 6.0
"Newport County, Rhode Island(6,10)",44005,***,2118.6 ,2016.9, 2224.1,337,stable,-2.1 ,-4.8, 0.7
"Scott County, Tennessee(6,10)",47151,***,2118.5 ,1900.4, 2355.1,71,stable,1.7 ,-8.3, 12.6
"Mercer County, Pennsylvania(6,10)",42085,***,2118.4 ,2032.8, 2206.6,473,stable,1.1 ,-3.6, 6.0
"Craig County, Oklahoma(6,10)",40035,***,2118.3 ,1880.6, 2377.8,58,stable,6.2 ,-1.0, 14.0
"Hamilton County, Iowa(7,8)",19079,***,2117.9 ,1884.1, 2372.4,62,stable,-0.5 ,-1.2, 0.1
"East Carroll Parish, Louisiana(7,8)",22035,***,2117.6 ,1729.2, 2567.4,21,stable,-0.7 ,-3.1, 1.7
"Rusk County, Wisconsin(6,10)",55107,***,2117.5 ,1891.4, 2362.9,65,falling,-8.7 ,-14.9, -2.0
"Iroquois County, Illinois(6,10)",17075,***,2117.3 ,1950.2, 2294.8,121,stable,1.4 ,-9.4, 13.6
"Milam County, Texas(6,10)",48331,***,2117.3 ,1932.7, 2314.7,98,stable,-2.5 ,-11.7, 7.8
"Dutchess County, New York(7,8)",36027,***,2117.2 ,2057.2, 2178.5,965,falling,-0.9 ,-1.3, -0.6
"Aroostook County, Maine(6,10)",23003,***,2116.7 ,2011.6, 2225.9,309,stable,-1.2 ,-4.7, 2.5
"Madison County, Missouri(6,10)",29123,***,2116.5 ,1852.7, 2407.2,47,stable,-3.8 ,-16.8, 11.2
"Johnson County, Indiana(6,10)",18081,***,2116.4 ,2025.3, 2210.7,415,stable,2.5 ,-2.8, 8.0
"Lamar County, Texas(6,10)",48277,***,2116.2 ,1981.9, 2257.2,188,falling,-6.8 ,-12.3, -1.0
"Haywood County, North Carolina(6,10)",37087,***,2116 ,2007.5, 2228.9,288,stable,1.7 ,-12.4, 18.0
"Leslie County, Kentucky(7,8)",21131,***,2116 ,1812.5, 2455.9,36,stable,0.1 ,-1.8, 2.1
"Schenectady County, New York(7,8)",36093,***,2115.9 ,2033.1, 2201.2,517,falling,-0.7 ,-1.3, -0.1
"Mineral County, Montana(6,10)",30061,***,2115.9 ,1732.7, 2559.3,22,stable,5.1 ,-17.8, 34.5
"Franklin County, New York(7,8)",36033,***,2115.3 ,1968.8, 2269.8,158,falling,-2.2 ,-2.8, -1.5
"Putnam County, Tennessee(6,10)",47141,***,2115.3 ,1997.8, 2237.9,247,stable,1.0 ,-4.6, 6.9
"Iredell County, North Carolina(6,10)",37097,***,2115.3 ,2031.9, 2201.1,502,stable,-0.9 ,-3.8, 2.0
"Sevier County, Tennessee(6,10)",47155,***,2115.1 ,2014.2, 2219.9,345,stable,-0.3 ,-6.3, 6.1
"Westchester County, New York(7,8)",36119,***,2114.9 ,2081.8, 2148.4,3210,falling,-0.9 ,-1.1, -0.6
"Washington County, Iowa(7,8)",19183,***,2114.8 ,1912.7, 2332.2,83,stable,0.1 ,-0.4, 0.7
"Lincoln County, Missouri(6,10)",29113,***,2114.6 ,1956.1, 2282.6,135,stable,-2.2 ,-7.8, 3.7
"Marion County, Oregon(6,10)",41047,***,2114.6 ,2054.4, 2176,963,stable,-0.1 ,-6.4, 6.5
"Douglas County, Nebraska(6,10)",31055,***,2114.4 ,2062.6, 2167.2,1307,stable,-1.3 ,-3.3, 0.8
"Sumter County, South Carolina(6,10)",45085,***,2114.2 ,2011.9, 2220.3,326,stable,-3.5 ,-13.3, 7.3
"Chickasaw County, Mississippi(6,10)",28017,***,2113.9 ,1874.9, 2375.1,57,stable,-2.4 ,-16.1, 13.7
"Henry County, Georgia(7,8)",13151,***,2113.9 ,2024.5, 2206.3,456,falling,-1.2 ,-1.8, -0.5
"Delaware County, New York(7,8)",36025,***,2113.8 ,1987.5, 2246,212,stable,-0.7 ,-1.6, 0.2
"Muhlenberg County, Kentucky(7,8)",21177,***,2113.3 ,1943.6, 2294,117,falling,-0.9 ,-1.7, -0.1
"Harrison County, West Virginia(6,10)",54033,***,2113 ,1997.6, 2233.3,256,stable,-0.7 ,-10.0, 9.5
"Morgan County, Alabama(6,10)",01103,***,2112.9 ,2019.7, 2209.3,394,stable,-0.6 ,-2.3, 1.2
"Morgan County, Missouri(6,10)",29141,***,2112.7 ,1927.7, 2310.9,97,stable,-0.9 ,-10.2, 9.3
"Lamar County, Georgia(7,8)",13171,***,2112.4 ,1876.3, 2370.4,61,stable,-0.7 ,-2.5, 1.2
"Ozaukee County, Wisconsin(6,10)",55089,***,2112.4 ,2008.4, 2220.4,317,stable,-0.6 ,-2.9, 1.9
"Waldo County, Maine(6,10)",23027,***,2111.9 ,1961.7, 2270.5,154,stable,-3.3 ,-9.3, 3.1
"Henry County, Illinois(6,10)",17073,***,2111.5 ,1979.5, 2249.9,194,stable,1.5 ,-2.0, 5.1
"Rhea County, Tennessee(6,10)",47143,***,2111.3 ,1942.1, 2291.3,119,stable,2.4 ,-13.8, 21.5
"Johnson County, Texas(6,10)",48251,***,2110.5 ,2019.9, 2204.1,426,stable,0.2 ,-3.5, 4.1
"Nolan County, Texas(6,10)",48353,***,2110.5 ,1864.7, 2379.6,54,stable,3.8 ,-11.0, 21.0
"Webster County, Nebraska(6,10)",31181,***,2110.3 ,1686.6, 2607.3,17,stable,-3.4 ,-10.8, 4.7
"Douglas County, Georgia(7,8)",13097,***,2110.2 ,1998.4, 2226.7,291,stable,-0.7 ,-1.4, 0.0
"Woodbury County, Iowa(7,8)",19193,***,2109.7 ,2002.3, 2221.5,296,falling,-0.7 ,-1.0, -0.3
"Onslow County, North Carolina(6,10)",37133,***,2109.7 ,2007.8, 2215.5,329,stable,2.3 ,-3.7, 8.6
"Erie County, Pennsylvania(6,10)",42049,***,2109.3 ,2047.7, 2172.2,916,stable,0.4 ,-4.1, 5.1
"Tazewell County, Illinois(6,10)",17179,***,2109.1 ,2024.7, 2196.2,479,stable,-0.8 ,-2.1, 0.5
"Decatur County, Indiana(6,10)",18031,***,2108.6 ,1911.1, 2321,84,stable,1.5 ,-4.1, 7.4
"Henderson County, Kentucky(7,8)",21101,***,2108.5 ,1958.7, 2266.6,151,falling,-1.2 ,-1.8, -0.6
"York County, South Carolina(6,10)",45091,***,2108.3 ,2034.9, 2183.7,654,stable,0.8 ,-2.2, 4.0
"Prince George County, Virginia(6,10)",51149,***,2108.3 ,1917.9, 2312.8,95,stable,-2.8 ,-13.5, 9.1
"Vigo County, Indiana(6,10)",18167,***,2108.1 ,2005.5, 2214.6,325,stable,-1.4 ,-4.3, 1.5
"Ottawa County, Ohio(6,10)",39123,***,2107.9 ,1973.1, 2249.5,187,stable,-3.8 ,-11.5, 4.4
"Ben Hill County, Georgia(7,8)",13017,***,2107.3 ,1862.8, 2374.9,55,falling,-2.1 ,-3.5, -0.7
"Vernon Parish, Louisiana(7,8)",22115,***,2107.2 ,1935.3, 2290.4,114,stable,-0.1 ,-1.3, 1.2
"Lawrence County, Illinois(6,10)",17101,***,2107 ,1870.7, 2364.8,58,stable,-1.5 ,-11.6, 9.8
"Madison County, Ohio(6,10)",39097,***,2107 ,1944, 2280.1,126,stable,2.1 ,-6.5, 11.5
"Robertson County, Tennessee(6,10)",47147,***,2107 ,1972.1, 2248.9,188,stable,-1.2 ,-6.5, 4.5
"Jasper County, Missouri(6,10)",29097,***,2106.8 ,2008.3, 2208.8,349,stable,-2.6 ,-10.6, 6.1
"Cedar County, Iowa(7,8)",19031,***,2106.1 ,1884.9, 2345.8,68,stable,0.0 ,-0.7, 0.7
"Dukes County, Massachusetts(7,8)",25007,***,2106 ,1882.5, 2348.6,69,falling,-1.7 ,-2.6, -0.7
"Clay County, Missouri(6,10)",29047,***,2105.9 ,2031, 2182.8,616,stable,-1.8 ,-5.9, 2.6
"Hawkins County, Tennessee(6,10)",47073,***,2105.9 ,1980.5, 2237.1,218,stable,-4.1 ,-10.2, 2.4
"Baltimore City, Maryland(6,10)",24510,***,2105.8 ,2059.5, 2152.8,1618,stable,-1.7 ,-4.3, 1.1
"Douglas County, Illinois(6,10)",17041,***,2105.5 ,1889.7, 2339,70,stable,-1.6 ,-12.9, 11.1
"Cherokee County, Iowa(7,8)",19035,***,2105.3 ,1858, 2375.9,56,falling,-0.8 ,-1.5, -0.2
"Casey County, Kentucky(7,8)",21045,***,2105.2 ,1868.2, 2363.9,59,stable,-0.0 ,-1.8, 1.8
"Hancock County, Mississippi(6,10)",28045,***,2105.2 ,1961.1, 2257.1,164,stable,2.0 ,-9.0, 14.3
"Marion County, Mississippi(6,10)",28091,***,2104.6 ,1910.4, 2313,88,stable,5.1 ,-2.4, 13.1
"Ross County, Ohio(6,10)",39141,***,2104.4 ,1986.6, 2227.4,243,stable,-0.1 ,-10.0, 10.9
"Franklin County, Tennessee(6,10)",47051,***,2104.2 ,1959.2, 2257.1,159,stable,2.5 ,-5.2, 10.8
"Florence County, South Carolina(6,10)",45041,***,2104.1 ,2014, 2197.2,425,stable,-1.0 ,-5.8, 4.0
"Calhoun County, Iowa(7,8)",19025,***,2103.9 ,1835.2, 2400.4,46,stable,0.1 ,-0.6, 0.8
"Hampton City, Virginia(6,10)",51650,***,2103.9 ,2010.7, 2200.3,389,stable,-2.7 ,-10.9, 6.3
"Tioga County, Pennsylvania(6,10)",42117,***,2103.8 ,1964.8, 2250.1,172,stable,2.4 ,-6.4, 12.0
"Henry County, Iowa(7,8)",19087,***,2103.5 ,1889.9, 2334.5,73,stable,-0.2 ,-1.0, 0.6
"Brevard County, Florida(6,10)",12009,***,2103.4 ,2067.4, 2139.8,2620,stable,-1.4 ,-5.5, 3.0
"Thomas County, Georgia(7,8)",13275,***,2103.3 ,1955.7, 2259,153,falling,-1.7 ,-3.1, -0.3
"McHenry County, Illinois(6,10)",17111,***,2102.9 ,2035.8, 2171.7,777,stable,0.8 ,-1.8, 3.5
"Calcasieu Parish, Louisiana(7,8)",22019,***,2102.9 ,2025.1, 2182.9,562,stable,1.6 ,-5.5, 9.2
"Lyon County, Kentucky(7,8)",21143,***,2102.8 ,1818, 2419.7,40,stable,-0.2 ,-2.3, 1.9
"Oklahoma County, Oklahoma(6,10)",40109,***,2102.1 ,2060.4, 2144.5,1980,stable,-0.3 ,-7.4, 7.2
"Adams County, Nebraska(6,10)",31001,***,2102.1 ,1924.9, 2290.9,108,stable,-2.6 ,-19.6, 18.1
"Pierce County, Georgia(7,8)",13229,***,2101.9 ,1869.5, 2355.6,62,stable,-0.5 ,-1.9, 0.8
"Rapides Parish, Louisiana(7,8)",22079,***,2101.6 ,2010.4, 2195.9,405,falling,-0.7 ,-1.4, -0.1
"Coos County, New Hampshire(6,10)",33007,***,2101.4 ,1946.9, 2264.8,141,stable,-1.0 ,-6.7, 5.1
"Delta County, Texas(6,10)",48119,***,2101.3 ,1725.7, 2535.4,22,stable,12.8 ,-21.0, 60.9
"Genesee County, Michigan(6,10)",26049,***,2101.3 #  ,2050.7, 2152.9,1334,stable,-1.4 ,-8.2, 5.8
"Brown County, Indiana(6,10)",18013,***,2101.2 ,1870.3, 2353.1,65,stable,-3.2 ,-20.7, 18.2
"Carroll County, Indiana(6,10)",18015,***,2101.1 ,1887.9, 2331.6,73,stable,3.0 ,-2.1, 8.5
"Toombs County, Georgia(7,8)",13279,***,2100.3 ,1905.8, 2309.4,87,stable,-0.7 ,-1.9, 0.5
"Hillsborough County, New Hampshire(6,10)",33011,***,2100.2 ,2045.3, 2156.1,1159,stable,-2.1 ,-7.5, 3.5
"New London County, Connecticut(7,8)",09011,***,2099.9 ,2038.4, 2162.8,909,falling,-2.2 ,-3.5, -0.9
"Augusta County, Virginia(6,10)",51015,***,2099.6 ,1991.5, 2212.1,288,stable,-1.3 ,-5.2, 2.7
"Stone County, Mississippi(6,10)",28131,***,2099 ,1845.3, 2378.4,52,stable,4.7 ,-13.3, 26.4
"Jefferson County, Oklahoma(6,10)",40067,***,2099 ,1755.3, 2490.9,27,stable,3.7 ,-5.9, 14.3
"Camden County, Georgia(7,8)",13039,***,2099 ,1924.3, 2285.5,118,stable,-0.8 ,-2.4, 0.8
"Portage County, Ohio(6,10)",39133,***,2098.9 ,2014.9, 2185.6,482,stable,0.6 ,-1.7, 2.9
"Kingfisher County, Oklahoma(6,10)",40073,***,2098.9 ,1843.2, 2380,49,stable,6.2 ,-12.2, 28.6
"Allen Parish, Louisiana(7,8)",22003,***,2098.8 ,1887.4, 2327.5,73,stable,-0.0 ,-1.8, 1.8
"Wake County, North Carolina(6,10)",37183,***,2098.7 ,2057.3, 2140.8,2056,stable,0.5 ,-0.7, 1.8
"Androscoggin County, Maine(6,10)",23001,***,2098.6 ,2000.4, 2200.3,351,stable,1.2 ,-1.8, 4.3
"Edwards County, Illinois(6,10)",17047,***,2098.5 ,1753.8, 2490.8,27,stable,-15.7 ,-37.8, 14.3
"Union County, Ohio(6,10)",39159,***,2098.3 ,1931.4, 2275.7,121,stable,-2.6 ,-17.0, 14.2
"Kennebec County, Maine(6,10)",23011,***,2097.8 ,2009.8, 2188.7,439,stable,-2.1 ,-5.1, 0.9
"Vernon County, Wisconsin(6,10)",55123,***,2097.7 ,1926.5, 2280,113,stable,-3.9 ,-16.1, 10.1
"Lake County, South Dakota(6,10)",46079,***,2097.1 ,1820.8, 2402.7,44,stable,0.1 ,-14.4, 17.0
"Wyoming County, Pennsylvania(6,10)",42131,***,2097.1 ,1917.9, 2288.5,105,stable,-2.7 ,-15.5, 12.0
"Owsley County, Kentucky(7,8)",21189,***,2097 ,1662.5, 2611,16,stable,-0.2 ,-3.3, 3.1
"Union County, Tennessee(6,10)",47173,***,2096.7 ,1866.4, 2347.9,64,stable,-4.8 ,-17.5, 9.8
"Citrus County, Florida(6,10)",12017,***,2096.7 ,2039.5, 2155.1,1021,stable,-4.2 ,-9.7, 1.5
"Mitchell County, Georgia(7,8)",13205,***,2096.4 ,1879.8, 2331.1,70,falling,-1.4 ,-2.5, -0.3
"Escambia County, Florida(6,10)",12033,***,2096.2 ,2037.3, 2156.3,982,stable,-0.7 ,-4.9, 3.8
"Santa Rosa County, Florida(6,10)",12113,***,2096.1 ,2011.7, 2183.2,483,stable,-3.5 ,-9.6, 2.9
"Phillips County, Montana(6,10)",30071,***,2096.1 ,1680.8, 2582.3,18,stable,5.4 ,-18.0, 35.4
"Tama County, Iowa(7,8)",19171,***,2096.1 ,1877.2, 2333.3,69,stable,-0.3 ,-0.9, 0.3
"Cheboygan County, Michigan(6,10)",26031,***,2095.9 #  ,1935.4, 2266.1,128,stable,-3.5 ,-15.7, 10.4
"Clay County, Iowa(7,8)",19041,***,2095.4 ,1872.1, 2337.7,67,stable,-0.6 ,-1.3, 0.0
"Houston County, Texas(6,10)",48225,***,2095.1 ,1914.8, 2287.8,100,stable,5.6 ,-5.3, 17.8
"Lebanon County, Pennsylvania(6,10)",42075,***,2095 ,2014, 2178.3,517,stable,-1.0 ,-4.4, 2.5
"Lowndes County, Mississippi(6,10)",28087,***,2095 ,1958.1, 2238.9,178,stable,-1.4 ,-5.9, 3.3
"Coshocton County, Ohio(6,10)",39031,***,2095 ,1939, 2260.1,135,rising,5.9 ,2.7, 9.1
"Napa County, California(7,8)",06055,***,2094.3 ,2011.3, 2179.9,494,falling,-3.9 ,-5.9, -2.0
"Boyd County, Nebraska(6,10)",31015,***,2093.8 ,1583.6, 2714.1,12,stable,-10.4 ,-22.9, 4.1
"Meigs County, Tennessee(6,10)",47121,***,2093.7 ,1816.6, 2401.9,46,stable,4.1 ,-5.3, 14.4
"Okfuskee County, Oklahoma(6,10)",40107,***,2093.6 ,1820.4, 2396.6,43,stable,-1.3 ,-24.9, 29.6
"Columbia County, New York(7,8)",36021,***,2093.5 ,1980.4, 2211.4,263,falling,-1.0 ,-1.6, -0.5
"Jo Daviess County, Illinois(6,10)",17085,***,2093.3 ,1921.1, 2276.7,111,stable,1.5 ,-5.0, 8.5
"Deer Lodge County, Montana(6,10)",30023,***,2093.3 ,1807.1, 2411.9,39,stable,-2.3 ,-21.0, 20.9
"Assumption Parish, Louisiana(7,8)",22007,***,2092.7 ,1879.6, 2323.4,73,stable,-1.0 ,-2.4, 0.3
"Anne Arundel County, Maryland(6,10)",24003,***,2092.1 ,2044.6, 2140.5,1528,stable,-0.3 ,-5.2, 4.9
"Leake County, Mississippi(6,10)",28079,***,2092 ,1876.6, 2325.4,70,stable,-3.8 ,-10.3, 3.3
"Webster County, Iowa(7,8)",19187,***,2092 ,1934.8, 2258.4,134,falling,-0.9 ,-1.3, -0.6
"Madison County, Mississippi(6,10)",28089,***,2091.9 ,1971.9, 2217.4,238,stable,1.2 ,-3.5, 6.0
"Bergen County, New Jersey(7,8)",34003,***,2091.8 ,2058.7, 2125.4,3124,falling,-1.4 ,-1.8, -0.9
"Franklin County, Missouri(6,10)",29071,***,2091.4 ,1990.2, 2196.4,326,stable,1.2 ,-3.2, 5.8
"Harrison County, Indiana(6,10)",18061,***,2091.2 ,1928.4, 2264.2,126,stable,-0.4 ,-8.6, 8.5
"Blair County, Pennsylvania(6,10)",42013,***,2090.7 ,2008.3, 2175.6,498,stable,0.1 ,-5.8, 6.4
"Monroe County, Mississippi(6,10)",28095,***,2090.6 ,1933.6, 2257,133,rising,6.1 ,1.3, 11.1
"Fayette County, Ohio(6,10)",39047,***,2090.3 ,1905.8, 2287.9,96,rising,4.1 ,0.9, 7.5
"Linn County, Iowa(7,8)",19113,***,2090.3 ,2017.9, 2164.6,643,falling,-1.0 ,-1.5, -0.5
"Jones County, Georgia(7,8)",13169,***,2090.3 ,1895.2, 2300.1,88,stable,1.1 ,-0.3, 2.6
"Ada County, Idaho(7,8)",16001,***,2090.2 ,2033.3, 2148.3,1068,falling,-1.3 ,-1.7, -1.0
"Fairfield County, Connecticut(7,8)",09001,***,2090.2 ,2055.4, 2125.4,2843,falling,-1.8 ,-2.5, -1.2
"Suwannee County, Florida(6,10)",12121,***,2090.2 ,1954.8, 2232.5,179,stable,6.9 ,0.0, 14.1
"Broome County, New York(7,8)",36007,***,2090.2 ,2021.4, 2160.6,719,stable,1.5 ,-1.9, 5.1
"Macon County, Alabama(6,10)",01087,***,2090.1 ,1873.4, 2325.2,70,stable,8.8 ,-15.8, 40.7
"Cheshire County, New Hampshire(6,10)",33005,***,2089.9 ,1978.3, 2206.2,270,stable,2.3 ,-2.4, 7.3
"McHenry County, North Dakota(6,10)",38049,***,2089.8 ,1722.8, 2510.5,23,stable,-3.3 ,-14.0, 8.8
"St. Charles Parish, Louisiana(7,8)",22089,***,2089.7 ,1925.9, 2263.8,124,stable,-1.0 ,-2.0, 0.0
"Polk County, Florida(6,10)",12105,***,2089.6 ,2053.5, 2126.1,2576,stable,-3.0 ,-8.3, 2.6
"Pike County, Missouri(6,10)",29163,***,2089.5 ,1864.5, 2334.2,63,stable,-5.8 ,-20.2, 11.2
"Fulton County, Georgia(7,8)",13121,***,2089.5 ,2048.9, 2130.8,2115,falling,-1.2 ,-1.6, -0.8
"Clark County, Illinois(6,10)",17023,***,2089.2 ,1861.5, 2337.1,62,stable,-0.1 ,-13.4, 15.3
"Randolph County, Indiana(6,10)",18135,***,2089.2 ,1906.7, 2284.3,98,stable,-3.9 ,-17.1, 11.5
"Fulton County, Indiana(6,10)",18049,***,2089.1 ,1881.1, 2313.9,74,stable,-8.1 ,-17.4, 2.2
"Mercer County, Illinois(6,10)",17131,***,2089 ,1867.1, 2329.8,66,stable,0.7 ,-16.1, 20.9
"Fannin County, Texas(6,10)",48147,***,2088.7 ,1928.3, 2258.9,127,stable,-0.7 ,-11.6, 11.5
"Cleburne County, Arkansas(6,10)",05023,***,2088.4 ,1932.4, 2253.6,133,stable,4.8 ,-7.0, 18.0
"Hancock County, Indiana(6,10)",18059,***,2087.7 ,1962.7, 2218.6,215,stable,-2.8 ,-9.1, 4.0
"Fayette County, Iowa(7,8)",19065,***,2087.5 ,1893.5, 2295.9,86,falling,-0.6 ,-1.0, -0.1
"Cumberland County, Maine(6,10)",23005,***,2087.4 ,2027.7, 2148.3,961,stable,-0.4 ,-3.2, 2.4
"Kent County, Texas(6,10)",48263,***,2087.3 ,1271.9, 3225.3,4,stable,8.2 ,-31.8, 71.7
"Hamlin County, South Dakota(6,10)",46057,***,2087.1 ,1685.8, 2553.5,20,stable,-4.6 ,-21.5, 15.9
"Dorchester County, South Carolina(6,10)",45035,***,2087 ,1988.7, 2189.1,360,stable,-1.8 ,-8.1, 4.9
"Jefferson County, Pennsylvania(6,10)",42065,***,2087 ,1951, 2230,177,stable,-1.6 ,-10.1, 7.7
"Deuel County, South Dakota(6,10)",46039,***,2087 ,1672.7, 2571.1,18,stable,0.9 ,-26.4, 38.2
"Cass County, Nebraska(6,10)",31025,***,2086.8 ,1887.2, 2301.7,83,falling,-10.0 ,-15.5, -4.1
"Pulaski County, Arkansas(6,10)",05119,***,2086.7 ,2030.5, 2144.1,1082,stable,-0.2 ,-6.0, 5.9
"Hillsborough County, Florida(6,10)",12057,***,2086.5 ,2055.5, 2117.8,3554,falling,-4.4 ,-4.9, -3.8
"Washington County, Maryland(6,10)",24043,***,2086.3 ,2003, 2172.2,481,stable,-0.3 ,-6.6, 6.3
"Gordon County, Georgia(7,8)",13129,***,2086.1 ,1939, 2241.5,155,stable,-0.1 ,-1.1, 0.8
"Hutchinson County, Texas(6,10)",48233,***,2085.8 ,1870.7, 2318.9,69,stable,0.2 ,-12.5, 14.7
"Delaware County, Iowa(7,8)",19055,***,2085.7 ,1860.9, 2329.9,64,stable,-0.3 ,-0.9, 0.4
"Westmoreland County, Pennsylvania(6,10)",42129,***,2085.5 ,2038.4, 2133.4,1527,stable,0.1 ,-3.9, 4.2
"Lawrence County, Ohio(6,10)",39087,***,2085 ,1962.1, 2213.6,218,stable,1.5 ,-13.5, 19.1
"Angelina County, Texas(6,10)",48005,***,2084.9 ,1973.8, 2200.7,267,stable,-3.8 ,-10.4, 3.2
"Northumberland County, Virginia(6,10)",51133,***,2084.9 ,1891.7, 2292.5,87,stable,-1.4 ,-7.0, 4.5
